url,price,ETH_address,Royalties_%
https://app.cargo.build/dashboard/collection/6134b3c383a4c600081fed53?filters=%7B%22limit%22%3A%2212%22%2C%22page%22%3A%221%22%2C%22showOwnedTokens%22%3Atrue%2C%22projectId%22%3A%226134b3c383a4c600081fed53%22%2C%22contractId%22%3A%226134b3c383a4c600081fed53%22%7D&tokenDetail=6134b3c383a4c600081fed53%3A6,0.0219,0xa651476ea39d2453b179027f177ddba0ca0193a4,10
